"s","l","n"
"http://dbpedia.org/resource/Sopra_Steria","http://dbpedia.org/resource/France",44959
"http://dbpedia.org/resource/First_Rand","http://dbpedia.org/resource/South_Africa",44916
"http://dbpedia.org/resource/Trip.com_Group","http://dbpedia.org/resource/Singapore",44300
"http://dbpedia.org/resource/Buffalo_Wild_Wings","http://dbpedia.org/resource/United_States",44000
"http://dbpedia.org/resource/STX_Corporation","http://dbpedia.org/resource/South_Korea",44000
"http://dbpedia.org/resource/Brihanmumbai_Electric_Supply_and_Transport","http://dbpedia.org/resource/India",44000
"http://dbpedia.org/resource/Sanpaolo_IMI","http://dbpedia.org/resource/Italy",44000
"http://dbpedia.org/resource/The_Michaels_Companies","http://dbpedia.org/resource/U.S.",44000
"http://dbpedia.org/resource/Next_plc","http://dbpedia.org/resource/United_Kingdom",43970
"http://dbpedia.org/resource/Next_plc","http://dbpedia.org/resource/Leicestershire",43970
"http://dbpedia.org/resource/Penny_(supermarket)","http://dbpedia.org/resource/Germany",43773
"http://dbpedia.org/resource/Commonwealth_Bank","http://dbpedia.org/resource/Australia",43585
"http://dbpedia.org/resource/SKF","http://dbpedia.org/resource/Sweden",43360
"http://dbpedia.org/resource/Infosys_BPM","http://dbpedia.org/resource/India",43329
"http://dbpedia.org/resource/Novo_Nordisk","http://dbpedia.org/resource/Denmark",43258
"http://dbpedia.org/resource/Indian_Bank","http://dbpedia.org/resource/India",43011
"http://dbpedia.org/resource/RSM_International","http://dbpedia.org/resource/United_Kingdom",43000
"http://dbpedia.org/resource/HSBC_Bank_USA","http://dbpedia.org/resource/United_States",43000
"http://dbpedia.org/resource/Apeejay_Surrendra_Group","http://dbpedia.org/resource/India",43000
"http://dbpedia.org/resource/Compal_Electronics","http://dbpedia.org/resource/Taiwan",43000
"http://dbpedia.org/resource/Indra_Sistemas","http://dbpedia.org/resource/Spain",42860
"http://dbpedia.org/resource/Ministry_of_Defense_of_Georgia","http://dbpedia.org/resource/Georgia_(country)",42542
"http://dbpedia.org/resource/Alfamart","http://dbpedia.org/resource/Indonesia",42115
"http://dbpedia.org/resource/Sumitomo_Life","http://dbpedia.org/resource/Japan",42098
"http://dbpedia.org/resource/Al-Futtaim_Group","http://dbpedia.org/resource/United_Arab_Emirates",42000
"http://dbpedia.org/resource/Cemex","http://dbpedia.org/resource/Mexico",42000
"http://dbpedia.org/resource/Vozrozhdenie_Bank","http://dbpedia.org/resource/Russia",41992
"http://dbpedia.org/resource/Sharp_Corporation","http://dbpedia.org/resource/Japan",41898
"http://dbpedia.org/resource/Bandhan_Bank","http://dbpedia.org/resource/India",41563
"http://dbpedia.org/resource/Volvo_Cars","http://dbpedia.org/resource/Sweden",41517
"http://dbpedia.org/resource/Winn-Dixie","http://dbpedia.org/resource/United_States",41000
"http://dbpedia.org/resource/Carlsberg_Group","http://dbpedia.org/resource/Denmark",41000
"http://dbpedia.org/resource/BNSF_Railway","http://dbpedia.org/resource/Western_United_States",41000
"http://dbpedia.org/resource/BNSF_Railway","http://dbpedia.org/resource/Midwestern_United_States",41000
"http://dbpedia.org/resource/Southern_Cross_Healthcare_(United_Kingdom)","http://dbpedia.org/resource/UK",41000
"http://dbpedia.org/resource/BNSF_Railway","http://dbpedia.org/resource/British_Columbia",41000
"http://dbpedia.org/resource/BNSF_Railway","http://dbpedia.org/resource/Eastern_United_States",41000
"http://dbpedia.org/resource/Grupo_Modelo","http://dbpedia.org/resource/Mexico",40617
"http://dbpedia.org/resource/Magneti_Marelli","http://dbpedia.org/resource/Italy",40500
"http://dbpedia.org/resource/Mazars","http://dbpedia.org/resource/France",40400
"http://dbpedia.org/resource/Daqin_Railway_(company)","http://dbpedia.org/resource/People's_Republic_of_China",40388
"http://dbpedia.org/resource/Sandvik","http://dbpedia.org/resource/Sweden",40235
"http://dbpedia.org/resource/Western_Cape_Education_Department","http://dbpedia.org/resource/South_Africa",40181
"http://dbpedia.org/resource/State_Street_Corporation","http://dbpedia.org/resource/United_States",40142
"http://dbpedia.org/resource/Northern_Engineering_Industries","http://dbpedia.org/resource/United_Kingdom",40000
"http://dbpedia.org/resource/Honeywell_Aerospace","http://dbpedia.org/resource/United_States",40000
"http://dbpedia.org/resource/Exel","http://dbpedia.org/resource/United_States",40000
"http://dbpedia.org/resource/Stryker_Corporation","http://dbpedia.org/resource/United_States",40000
"http://dbpedia.org/resource/Synergy_Group","http://dbpedia.org/resource/Brazil",40000
"http://dbpedia.org/resource/Junkers","http://dbpedia.org/resource/Germany",40000
"http://dbpedia.org/resource/Impala_Platinum","http://dbpedia.org/resource/South_Africa",40000
"http://dbpedia.org/resource/Absa_Group_Limited","http://dbpedia.org/resource/South_Africa",40000
"http://dbpedia.org/resource/Meliá_Hotels_International","http://dbpedia.org/resource/Spain",40000
"http://dbpedia.org/resource/JSW_Group","http://dbpedia.org/resource/India",40000
"http://dbpedia.org/resource/Hindalco_Industries","http://dbpedia.org/resource/India",40000
"http://dbpedia.org/resource/Grupo_Éxito","http://dbpedia.org/resource/Colombia",40000
"http://dbpedia.org/resource/AU_Optronics","http://dbpedia.org/resource/Taiwan",40000
"http://dbpedia.org/resource/Vietnam_Bank_for_Agriculture_and_Rural_Development","http://dbpedia.org/resource/Vietnam",40000
"http://dbpedia.org/resource/Chicago_Bridge_&_Iron_Company","http://dbpedia.org/resource/Netherlands",40000
"http://dbpedia.org/resource/Global_Workspace_Alliance","http://dbpedia.org/resource/Netherlands",40000
"http://dbpedia.org/resource/Northern_Engineering_Industries","http://dbpedia.org/resource/England",40000
"http://dbpedia.org/resource/Munich_Re","http://dbpedia.org/resource/Germany",39662
"http://dbpedia.org/resource/Omron","http://dbpedia.org/resource/Japan",39427
"http://dbpedia.org/resource/PKP_Polskie_Linie_Kolejowe","http://dbpedia.org/resource/Poland",39349
"http://dbpedia.org/resource/Kobe_Steel","http://dbpedia.org/resource/Japan",39341
"http://dbpedia.org/resource/Bank_Melli_Iran","http://dbpedia.org/resource/Iran",39305
"http://dbpedia.org/resource/Bank_Mandiri","http://dbpedia.org/resource/Indonesia",39065
"http://dbpedia.org/resource/Mars_Canada","http://dbpedia.org/resource/Canada",39000
"http://dbpedia.org/resource/Legrand_(company)","http://dbpedia.org/resource/France",39000
"http://dbpedia.org/resource/Covidien","http://dbpedia.org/resource/Republic_of_Ireland",39000
"http://dbpedia.org/resource/Comercial_Mexicana","http://dbpedia.org/resource/Mexico",38930
"http://dbpedia.org/resource/Randstad_Holding","http://dbpedia.org/resource/Netherlands",38820
"http://dbpedia.org/resource/Banco_de_Oro","http://dbpedia.org/resource/Philippines",38510
"http://dbpedia.org/resource/Siberian_Business_Union","http://dbpedia.org/resource/Russia",38300
"http://dbpedia.org/resource/Rhön-Klinikum","http://dbpedia.org/resource/Germany",38060
"http://dbpedia.org/resource/CIMB","http://dbpedia.org/resource/Malaysia",38000
"http://dbpedia.org/resource/Reitan_Group","http://dbpedia.org/resource/Norway",38000
"http://dbpedia.org/resource/Technip","http://dbpedia.org/resource/France",37500
"http://dbpedia.org/resource/Banco_Banespa","http://dbpedia.org/resource/Brazil",37200
"http://dbpedia.org/resource/TechnipFMC","http://dbpedia.org/resource/United_Kingdom",37000
"http://dbpedia.org/resource/Giant_Eagle","http://dbpedia.org/resource/United_States",37000
"http://dbpedia.org/resource/Acosta_Sales_&_Marketing","http://dbpedia.org/resource/United_States",37000
"http://dbpedia.org/resource/TechnipFMC","http://dbpedia.org/resource/United_States",37000
"http://dbpedia.org/resource/Suzano_Papel_e_Celulose","http://dbpedia.org/resource/Brazil",37000
"http://dbpedia.org/resource/Sonic_Healthcare","http://dbpedia.org/resource/Australia",37000
"http://dbpedia.org/resource/RAG_AG","http://dbpedia.org/resource/Germany",37000
"http://dbpedia.org/resource/BNP_Paribas_Fortis","http://dbpedia.org/resource/Belgium",37000
"http://dbpedia.org/resource/TechnipFMC","http://dbpedia.org/resource/France",37000
"http://dbpedia.org/resource/National_Petrochemical_Company","http://dbpedia.org/resource/Iran",37000
"http://dbpedia.org/resource/Sumitomo_Rubber_Industries","http://dbpedia.org/resource/Japan",36650
"http://dbpedia.org/resource/InterContinental_Hotels_Group","http://dbpedia.org/resource/United_Kingdom",36643
"http://dbpedia.org/resource/InterContinental_Hotels_Group","http://dbpedia.org/resource/England",36643
"http://dbpedia.org/resource/Nederlandse_Spoorwegen","http://dbpedia.org/resource/Netherlands",36600
"http://dbpedia.org/resource/Mitsumi_Electric","http://dbpedia.org/resource/Japan",36417
"http://dbpedia.org/resource/AvtoVAZ","http://dbpedia.org/resource/Russia",36413
"http://dbpedia.org/resource/AvtoVAZ","http://dbpedia.org/resource/Samara_Oblast",36413
"http://dbpedia.org/resource/RR_Donnelley","http://dbpedia.org/resource/United_States",36400
"http://dbpedia.org/resource/Amec_Foster_Wheeler","http://dbpedia.org/resource/United_Kingdom",36000
"http://dbpedia.org/resource/KinderCare_Learning_Centers","http://dbpedia.org/resource/United_States",36000
"http://dbpedia.org/resource/Penske_Truck_Leasing","http://dbpedia.org/resource/United_States",36000
"http://dbpedia.org/resource/Cogna_Educação","http://dbpedia.org/resource/Brazil",36000
"http://dbpedia.org/resource/Real_(hypermarket)","http://dbpedia.org/resource/Germany",36000
"http://dbpedia.org/resource/Kamaz","http://dbpedia.org/resource/Russia",36000
"http://dbpedia.org/resource/HSBC_Bank_India","http://dbpedia.org/resource/India",36000
"http://dbpedia.org/resource/Kamaz","http://dbpedia.org/resource/Tatarstan",36000
"http://dbpedia.org/resource/Nederlandse_Spoorwegen","http://dbpedia.org/resource/Netherlands",36000
"http://dbpedia.org/resource/Bilfinger","http://dbpedia.org/resource/Germany",35905
"http://dbpedia.org/resource/Nippon_Yusen","http://dbpedia.org/resource/Japan",35711
"http://dbpedia.org/resource/Astra_Agro_Lestari","http://dbpedia.org/resource/Indonesia",35400
"http://dbpedia.org/resource/A&W_(Canada)","http://dbpedia.org/resource/British_Columbia",35160
"http://dbpedia.org/resource/National_Australia_Bank","http://dbpedia.org/resource/Australia",35063
"http://dbpedia.org/resource/Raízen","http://dbpedia.org/resource/Brazil",35000
"http://dbpedia.org/resource/Vulcabrasǀazaleia","http://dbpedia.org/resource/Brazil",35000
"http://dbpedia.org/resource/Norsk_Hydro","http://dbpedia.org/resource/Norway",35000
"http://dbpedia.org/resource/Amcor","http://dbpedia.org/resource/Australia",35000
"http://dbpedia.org/resource/Petri_AG","http://dbpedia.org/resource/Germany",35000
"http://dbpedia.org/resource/Mahindra_&_Mahindra_Financial_Services_Limited","http://dbpedia.org/resource/India",35000
"http://dbpedia.org/resource/Truly_International_Holdings","http://dbpedia.org/resource/Hong_Kong",35000
"http://dbpedia.org/resource/Kerala_State_Electricity_Board","http://dbpedia.org/resource/India",35000
"http://dbpedia.org/resource/Petri_AG","http://dbpedia.org/resource/Japan",35000
"http://dbpedia.org/resource/SABIC","http://dbpedia.org/resource/Saudi_Arabia",35000
"http://dbpedia.org/resource/Amcor","http://dbpedia.org/resource/Switzerland",35000
"http://dbpedia.org/resource/Liverpool_(store)","http://dbpedia.org/resource/Mexico",35000
"http://dbpedia.org/resource/Nishat_Group","http://dbpedia.org/resource/Pakistan",34923
"http://dbpedia.org/resource/Commercial_Bank_of_Ethiopia","http://dbpedia.org/resource/Ethiopia",34879
"http://dbpedia.org/resource/Ajinomoto","http://dbpedia.org/resource/Japan",34504
"http://dbpedia.org/resource/Swarovski","http://dbpedia.org/resource/Austria",34500
"http://dbpedia.org/resource/Alstom","http://dbpedia.org/resource/France",34500
"http://dbpedia.org/resource/AkzoNobel","http://dbpedia.org/resource/Netherlands",34500
"http://dbpedia.org/resource/Syndicate_Bank","http://dbpedia.org/resource/India",34054
"http://dbpedia.org/resource/Manulife","http://dbpedia.org/resource/Canada",34000
"http://dbpedia.org/resource/Iberdrola","http://dbpedia.org/resource/Spain",34000
"http://dbpedia.org/resource/KGHM_Polska_Miedź","http://dbpedia.org/resource/Poland",33935
"http://dbpedia.org/resource/ALTEN","http://dbpedia.org/resource/France",33700
"http://dbpedia.org/resource/Carnival_Cruise_Line","http://dbpedia.org/resource/United_States",33500
"http://dbpedia.org/resource/Central_Bank_of_India","http://dbpedia.org/resource/India",33481
"http://dbpedia.org/resource/Toto_Ltd.","http://dbpedia.org/resource/Japan",33431
"http://dbpedia.org/resource/Skanska","http://dbpedia.org/resource/Sweden",33225
"http://dbpedia.org/resource/Norwegian_Cruise_Line_Holdings","http://dbpedia.org/resource/United_States",33200
"http://dbpedia.org/resource/Norwegian_Cruise_Line_Holdings","http://dbpedia.org/resource/Bermuda",33200
"http://dbpedia.org/resource/Kotak_Mahindra_Bank","http://dbpedia.org/resource/India",33013
"http://dbpedia.org/resource/Tata_Steel","http://dbpedia.org/resource/India",32984
"http://dbpedia.org/resource/Kansai_Electric_Power_Company","http://dbpedia.org/resource/Japan",32961
"http://dbpedia.org/resource/USAA","http://dbpedia.org/resource/United_States",32896
"http://dbpedia.org/resource/Sumitomo_Chemical","http://dbpedia.org/resource/Japan",32542
"http://dbpedia.org/resource/Gudang_Garam","http://dbpedia.org/resource/Indonesia",32491
"http://dbpedia.org/resource/La_Caixa","http://dbpedia.org/resource/Spain",32403
"http://dbpedia.org/resource/Daiichi_Sankyo","http://dbpedia.org/resource/Japan",32229
"http://dbpedia.org/resource/KT_Corporation","http://dbpedia.org/resource/South_Korea",32186
"http://dbpedia.org/resource/Nationwide_Mutual_Insurance_Company","http://dbpedia.org/resource/United_States",32110
"http://dbpedia.org/resource/Ruby_Tuesday_(restaurant)","http://dbpedia.org/resource/United_States",32100
"http://dbpedia.org/resource/B&M","http://dbpedia.org/resource/Luxembourg",32000
"http://dbpedia.org/resource/John_Menzies","http://dbpedia.org/resource/United_Kingdom",32000
"http://dbpedia.org/resource/Coop_(Hungary)","http://dbpedia.org/resource/Hungary",32000
"http://dbpedia.org/resource/Bank_Saderat_Iran","http://dbpedia.org/resource/Iran",32000
"http://dbpedia.org/resource/John_Menzies","http://dbpedia.org/resource/Scotland",32000
"http://dbpedia.org/resource/NSK_Ltd.","http://dbpedia.org/resource/Japan",31860
"http://dbpedia.org/resource/Porsche_Holding","http://dbpedia.org/resource/Austria",31846
"http://dbpedia.org/resource/Nestlé_Waters","http://dbpedia.org/resource/France",31740
"http://dbpedia.org/resource/Maersk_Line","http://dbpedia.org/resource/Denmark",31600
"http://dbpedia.org/resource/Nordea","http://dbpedia.org/resource/Finland",31596
"http://dbpedia.org/resource/Maxima_Group","http://dbpedia.org/resource/Lithuania",31569
"http://dbpedia.org/resource/WEG_Industries","http://dbpedia.org/resource/Brazil",31497
"http://dbpedia.org/resource/Brother_Industries","http://dbpedia.org/resource/Japan",31314
"http://dbpedia.org/resource/Nedbank","http://dbpedia.org/resource/South_Africa",31277
"http://dbpedia.org/resource/RIU_Hotels","http://dbpedia.org/resource/Spain",31270
"http://dbpedia.org/resource/RD_S.A.","http://dbpedia.org/resource/Brazil",31163
"http://dbpedia.org/resource/Granada_plc","http://dbpedia.org/resource/United_Kingdom",31000
"http://dbpedia.org/resource/Ashley_Furniture_Industries","http://dbpedia.org/resource/United_States",31000
"http://dbpedia.org/resource/NXP_Semiconductors","http://dbpedia.org/resource/United_States",31000
"http://dbpedia.org/resource/Česká_pošta","http://dbpedia.org/resource/Czech_Republic",31000
"http://dbpedia.org/resource/NXP_Semiconductors","http://dbpedia.org/resource/Netherlands",31000
"http://dbpedia.org/resource/Norfolk_Southern_Railway","http://dbpedia.org/resource/Midwestern_United_States",30943
"http://dbpedia.org/resource/Norfolk_Southern_Railway","http://dbpedia.org/resource/Eastern_United_States",30943
"http://dbpedia.org/resource/The_Travelers_Companies","http://dbpedia.org/resource/United_States",30800
